time,Fx_local,Fy_local,Fz_local
481.230000,403032.156371,601085.687259,491779.786680
481.240000,476710.392857,500900.800193,532918.734556
481.250000,422100.338803,520020.089768,440149.601351
481.260000,449191.268340,708046.951737,580746.118726
481.270000,474238.065637,703171.821429,624484.624517
481.280000,331710.680502,476768.713320,383370.179537
481.290000,464721.700772,488158.392857,537550.146718
481.300000,433266.558880,510633.257722,531613.277027
481.310000,495997.430502,730530.871622,587311.621622
481.320000,515900.362934,631873.213320,650401.010618
481.330000,395783.536680,580623.645753,434749.126448
481.340000,478382.348456,384019.071429,528945.576255
481.350000,472717.743243,580661.707529,527848.998069
481.360000,391629.431467,680835.083977,441369.112934
481.370000,468302.884170,796433.609073,578923.143822
481.380000,400235.229730,628395.318533,497922.619691
481.390000,402024.440154,694475.779923,548754.428571
481.400000,550762.340734,608707.557915,676544.386100
481.410000,435533.536680,614300.950772,576787.233591
481.420000,502460.105212,759985.314672,648067.424710
481.430000,378856.482625,515255.154440,458327.475869
481.440000,520322.588803,833214.944015,663534.318533
481.450000,490106.910232,749295.941120,530614.155405
481.460000,550449.251931,883930.572394,708521.496139
481.470000,477220.543436,941060.530888,736282.497104
481.480000,442627.607143,581188.740347,619611.028958
481.490000,474403.665058,859492.303089,672417.138996
481.500000,419948.467181,688695.301158,464243.012548
481.510000,480239.241313,624789.886100,659845.549228
481.520000,486294.747104,809547.118726,716405.655405
481.530000,373210.601351,488398.427606,433110.014479
481.540000,363887.154440,548930.464286,433936.476834
481.550000,413752.685328,632104.500000,480962.875483
481.560000,406970.322394,379476.214286,515437.329151
481.570000,426087.463320,551853.086873,546614.988417
481.580000,429657.903475,455086.853282,499933.601351
481.590000,388223.055985,521923.792471,459344.861004
481.600000,410888.076255,652103.661197,492321.860039
481.610000,394134.602317,330332.475869,496882.213320
481.620000,487108.777992,542953.230695,512099.710425
481.630000,413365.007722,446662.922780,495317.383205
481.640000,441822.324324,514475.041506,452501.108108
481.650000,490952.556950,706543.665058,585625.853282
481.660000,337592.606178,365965.818533,278006.128378
481.670000,393906.078185,491069.811776,458758.433398
481.680000,398132.163127,522099.674710,378253.786680
481.690000,298582.201737,411773.472973,370167.500965
481.700000,478082.305019,622343.649614,577902.075290
481.710000,451652.238417,562539.544402,560699.380309
481.720000,339320.733591,476713.615830,332982.527027
481.730000,424452.648649,450565.482625,459753.871622
481.740000,517603.627413,674698.850386,582331.054054
481.750000,343092.072394,719614.815637,380570.490347
481.760000,442715.548263,711746.310811,655053.909266
481.770000,356809.198842,631542.935328,359464.775097
481.780000,336304.491313,623873.487452,430590.263514
481.790000,432613.676641,770026.717181,508685.814672
481.800000,482260.045367,734469.344595,589919.467181
481.810000,430678.204633,625541.606178,533488.126448
481.820000,446783.707529,778909.844595,656132.837838
481.830000,426000.750000,650500.155405,547423.340734
481.840000,426847.471042,807111.472008,517501.873552
481.850000,482032.288610,617353.106178,755853.463320
481.860000,429320.872587,646482.489382,542824.158301
481.870000,535745.742278,818212.618726,721536.321429
481.880000,360137.148649,567076.109073,391031.493243
481.890000,414984.014479,594935.487452,447423.851351
481.900000,456945.434363,464199.732625,579658.135135
481.910000,495914.093629,639109.555019,562229.678571
481.920000,493799.209459,699183.776062,565554.098456
481.930000,546209.047297,692679.970077,665227.607143
481.940000,331101.385135,432453.909266,440248.285714
481.950000,484501.699807,488372.643822,543644.174710
481.960000,381951.457529,498396.396718,507349.662162
481.970000,435634.830116,715697.982625,566813.973938
481.980000,526131.460425,703102.450772,631901.452703
481.990000,386275.919884,677735.504826,507599.826255
482.000000,417919.835907,360602.791506,522438.547297
482.010000,466614.660232,552150.521236,548767.627413
482.020000,420779.840734,637539.046332,568270.911197
482.030000,457050.257722,634865.666988,497504.400579
482.040000,510936.063707,765868.775097,648253.436293
482.050000,432394.821429,519058.876448,498253.511583
482.060000,439469.400579,603524.403475,546214.572394
482.070000,451175.545367,728772.202703,594731.365830
482.080000,431552.244208,583745.171815,531074.426641
482.090000,460169.481660,686540.973938,632302.943050
482.100000,389224.633205,582095.930502,417467.852317
482.110000,500457.564672,738015.075290,584955.628378
482.120000,539728.262548,823459.004826,737663.310811
482.130000,505757.666988,851496.414093,620498.727799
482.140000,476527.757722,856561.699807,612622.395753
482.150000,500024.765444,813807.121622,621748.166988
482.160000,394653.347490,599362.777992,511784.472973
482.170000,410041.355212,592224.506757,619252.511583
482.180000,453377.756757,675964.864865,606756.124517
482.190000,402540.729730,783824.111004,498585.477799
482.200000,475788.776062,479035.537645,668421.112934
482.210000,365219.930502,469976.681467,368448.428571
482.220000,444674.962355,612591.547297,518050.699807
482.230000,369436.346525,566245.042471,453497.620656
482.240000,417438.845560,642280.193050,507299.782819
482.250000,509520.411197,466065.987452,590268.008687
482.260000,322536.718147,462595.919884,362376.807915
482.270000,390155.458494,551424.584942,481634.788610
482.280000,357870.324324,472606.166988,424836.642857
482.290000,478867.789575,689458.531853,542190.000000
482.300000,380928.700772,422463.613900,375283.586873
482.310000,393245.522201,431149.986486,454217.571429
482.320000,534571.198842,660433.972008,621792.214286
482.330000,368692.607143,412246.482625,470903.055985
482.340000,436719.744208,660779.597490,535794.547297
482.350000,462187.216216,404114.768340,557787.347490
482.360000,314804.038610,417553.951737,344296.850386
482.370000,452292.535714,590164.259653,570450.561776
482.380000,436493.522201,563739.871622,606944.131274
482.390000,393539.426641,474933.000000,550471.198842
482.400000,410003.907336,413713.395753,449921.194981
482.410000,432535.557915,603646.876448,459527.035714
482.420000,377806.407336,553151.177606,515260.372587
482.430000,496551.474903,766201.201737,686920.517375
482.440000,432635.163127,728491.190154,577202.690154
482.450000,377270.779923,665800.375483,297817.129344
482.460000,531044.959459,847956.668919,522531.092664
482.470000,500491.022201,747379.193050,592929.570463
482.480000,401281.621622,801835.465251,606430.143822
482.490000,491829.052124,803599.505792,706770.654440
482.500000,443743.523166,589245.712355,443549.837838
482.510000,397909.317568,757345.699807,498757.216216
482.520000,470141.666988,524535.628378,634980.005792
482.530000,382160.336873,635062.575290,535727.785714
482.540000,583839.251931,867797.750965,801981.112934
482.550000,478389.715251,613121.803089,610193.501931
482.560000,327336.492278,655619.924710,381319.754826
482.570000,461014.974903,468699.770270,528683.901544
482.580000,399764.522201,502484.814672,494338.827220
482.590000,489281.368726,675964.097490,587214.625483
482.600000,462956.278958,680568.344595,594285.521236
482.610000,431267.548263,683662.705598,544930.754826
482.620000,442118.070463,431159.962355,509283.445946
482.630000,452722.418919,562893.917954,584454.072394
482.640000,498034.502896,714061.019305,575130.318533
482.650000,413142.469112,782056.694015,557698.792471
482.660000,382880.441120,570403.751931,484836.582046
482.670000,440589.153475,371511.480695,563530.992278
482.680000,467435.597490,588601.424710,453623.930502
482.690000,398862.089768,607416.220077,554031.816602
482.700000,537820.722973,804175.190154,634679.808880
482.710000,445492.216216,654889.998069,606413.261583
482.720000,321839.788610,399048.254826,328844.690154
482.730000,438081.527027,636161.609073,453993.498069
482.740000,387589.511583,490852.030888,619850.910232
482.750000,470241.272201,733943.846525,662871.306950
482.760000,417413.061776,772196.084942,620473.711390
482.770000,451612.334942,415127.973938,501629.959459
482.780000,389241.515444,670494.251931,502202.113900
482.790000,460169.942085,740912.527992,556542.666023
482.800000,442836.179537,753699.136100,640283.791506
482.810000,492250.033784,695157.208494,734269.673745
482.820000,483028.187259,705802.534749,495885.393822
482.830000,504270.188224,741692.180502,615452.933398
482.840000,348876.541506,482831.739382,479054.875483
482.850000,373355.635135,660724.193050,482845.552124
482.860000,448602.231660,755897.510618,585044.183398
482.870000,398371.277027,363841.418919,467617.004826
482.880000,357269.623552,497728.627413,384559.763514
482.890000,352687.937259,481263.379344,405620.357143
482.900000,445444.025097,597471.967181,545147.768340
482.910000,465298.766409,677612.264479,550348.725869
482.920000,464897.889961,376892.464286,566958.547297
482.930000,391679.617761,486050.875483,452806.523166
482.940000,400584.999035,495030.538610,475672.135135
482.950000,360153.110039,556792.523166,419913.014479
482.960000,444246.767375,677180.693050,554542.581081
482.970000,344992.705598,316839.422780,337868.093629
482.980000,424078.016409,504273.871622,486762.078185
482.990000,457831.751931,689600.189189,494219.884170
483.000000,357381.813707,451860.657336,442475.206564
483.010000,427073.232625,699479.675676,487725.440154
483.020000,496956.495174,429319.491313,583730.745174
483.030000,359252.519305,528084.275097,375949.361004
483.040000,496258.644788,646951.355212,610940.157336
483.050000,379592.241313,533959.447876,444033.283784
483.060000,460164.110039,687956.319498,535509.390927
483.070000,468440.858108,542261.826255,478280.287645
483.080000,372051.098456,430372.636100,388652.325290
483.090000,360801.694981,573707.606178,519461.594595
483.100000,504863.061776,862658.490347,694849.184363
483.110000,343937.258687,701659.940154,471120.683398
483.120000,324473.111004,557459.985521,314291.892857
483.130000,525798.726834,912695.145753,553873.277027
483.140000,529337.551158,814252.198842,580056.555985
483.150000,454838.530888,804101.522201,667282.022201
483.160000,565516.190154,873466.039575,791077.181467
483.170000,381032.142857,567100.511583,372262.126448
483.180000,425117.501931,738783.370656,530146.210425
483.190000,463754.501931,495003.680502,693625.989382
483.200000,492332.449807,722454.101351,648084.613900
483.210000,548977.734556,776396.846525,634759.922780
483.220000,435451.274131,611567.409266,476822.122587
483.230000,321894.272201,531401.481660,398147.510618
483.240000,468634.696911,439111.190154,553967.050193
483.250000,387203.061776,497989.995174,422707.792471
483.260000,485989.945946,751930.798263,619253.892857
483.270000,488023.488417,689652.063707,631340.501931
483.280000,385516.219112,652076.496139,446666.606178
483.290000,487835.174710,474334.294402,570060.735521
483.300000,479420.913127,508860.929537,566059.951737
483.310000,471567.448842,682782.373552,566299.372587
483.320000,403417.685328,516957.191120,540791.843629
483.330000,424238.704633,617566.589768,443431.662162
483.340000,422489.858108,370144.479730,493960.665058
483.350000,484656.862934,484680.958494,523014.231660
483.360000,394369.572394,694782.883205,501343.268340
483.370000,554979.370656,820073.194981,651588.445946
483.380000,472990.161197,783497.209459,598885.777992
483.390000,409549.314672,659735.047297,515377.013514
483.400000,504414.915058,600009.214286,631098.165058
483.410000,410089.085907,502242.324324,556148.849421
483.420000,508946.261583,841819.054054,615758.348456
483.430000,398862.550193,655475.965251,584889.327220
483.440000,440615.704633,686518.720077,555901.294402
483.450000,526784.035714,793029.535714,544730.930502
483.460000,466565.548263,696625.656371,592139.942085
483.470000,441196.914093,802391.658301,645929.212355
483.480000,423178.346525,735430.557915,654544.986486
483.490000,501067.627413,892536.524131,662337.981660
483.500000,361752.011583,579567.431467,410832.057915
483.510000,394047.888996,660591.437259,507107.632239
483.520000,529341.694981,782413.830116,672748.798263
483.530000,330426.249035,514385.872587,361279.308880
483.540000,364170.162162,397873.864865,453524.632239
483.550000,471089.221042,606468.972973,533090.472973
483.560000,353559.214286,483927.703668,430093.465251
483.570000,413485.792471,611253.860039,482330.950772
483.580000,399629.464286,568891.256757,483992.316602
483.590000,396375.028958,431583.092664,473512.896718
483.600000,431932.708494,556214.690154,522696.845560
483.610000,346069.638996,447472.195946,443636.551158
483.620000,480731.281853,635061.194015,523017.608108
